Geo_Code,Prov_Name,Topic,Untrimmed Characteristic,Characteristic,Note,Total,Male,Female
60,Yukon,Detailed mother tongue,Latvian,Latvian,,5,5,5
60,Yukon,Detailed mother tongue,Lingala,Lingala,,0,0,0
60,Yukon,Detailed mother tongue,Lithuanian,Lithuanian,,5,5,5
60,Yukon,Detailed mother tongue,Macedonian,Macedonian,,0,0,0
60,Yukon,Detailed mother tongue,Malay,Malay,,5,5,0
60,Yukon,Detailed mother tongue,Malayalam,Malayalam,,5,5,5
60,Yukon,Detailed mother tongue,Maltese,Maltese,,0,0,0
60,Yukon,Detailed mother tongue,Mandarin,Mandarin,,40,15,25
60,Yukon,Detailed mother tongue,Marathi,Marathi,,5,0,0
60,Yukon,Detailed mother tongue,Nepali,Nepali,,0,0,0
60,Yukon,Detailed mother tongue,"Niger-Congo languages, n.i.e.","Niger-Congo languages, n.i.e.",,0,0,0
60,Yukon,Detailed mother tongue,Norwegian,Norwegian,,15,10,5
60,Yukon,Detailed mother tongue,Oromo,Oromo,,0,5,0
60,Yukon,Detailed mother tongue,Panjabi (Punjabi),Panjabi (Punjabi),,90,45,40
60,Yukon,Detailed mother tongue,Pashto,Pashto,,5,5,0
60,Yukon,Detailed mother tongue,Persian (Farsi),Persian (Farsi),,15,10,5
60,Yukon,Detailed mother tongue,Polish,Polish,,45,20,20
60,Yukon,Detailed mother tongue,Portuguese,Portuguese,,5,0,0
60,Yukon,Detailed mother tongue,Romanian,Romanian,,10,5,5
60,Yukon,Detailed mother tongue,Rundi (Kirundi),Rundi (Kirundi),,0,0,0
60,Yukon,Detailed mother tongue,Russian,Russian,,60,25,35
60,Yukon,Detailed mother tongue,Rwanda (Kinyarwanda),Rwanda (Kinyarwanda),,0,0,5
60,Yukon,Detailed mother tongue,"Semitic languages, n.i.e.","Semitic languages, n.i.e.",,0,0,0
60,Yukon,Detailed mother tongue,Serbian,Serbian,,5,5,5
60,Yukon,Detailed mother tongue,Serbo-Croatian,Serbo-Croatian,,5,0,5
60,Yukon,Detailed mother tongue,Shanghainese,Shanghainese,,0,5,0
60,Yukon,Detailed mother tongue,"Sign languages, n.i.e.","Sign languages, n.i.e.",,0,5,0
60,Yukon,Detailed mother tongue,Sindhi,Sindhi,,0,0,0
60,Yukon,Detailed mother tongue,Sinhala (Sinhalese),Sinhala (Sinhalese),,0,0,0
60,Yukon,Detailed mother tongue,"Sino-Tibetan languages, n.i.e.","Sino-Tibetan languages, n.i.e.",,0,0,0
60,Yukon,Detailed mother tongue,"Slavic languages, n.i.e.","Slavic languages, n.i.e.",,0,0,5
60,Yukon,Detailed mother tongue,Slovak,Slovak,,10,5,10
60,Yukon,Detailed mother tongue,Slovenian,Slovenian,,5,5,5
60,Yukon,Detailed mother tongue,Somali,Somali,,5,0,0
60,Yukon,Detailed mother tongue,Spanish,Spanish,,170,75,95
60,Yukon,Detailed mother tongue,Swahili,Swahili,,0,0,0
60,Yukon,Detailed mother tongue,Swedish,Swedish,,10,5,5
60,Yukon,Detailed mother tongue,"Tagalog (Pilipino, Filipino)","Tagalog (Pilipino, Filipino)",,375,160,215
60,Yukon,Detailed mother tongue,Taiwanese,Taiwanese,,10,5,0
60,Yukon,Detailed mother tongue,Tamil,Tamil,,20,10,10
60,Yukon,Detailed mother tongue,Telugu,Telugu,,0,0,0
60,Yukon,Detailed mother tongue,Thai,Thai,,25,5,25
60,Yukon,Detailed mother tongue,Tibetan languages,Tibetan languages,,0,0,0
60,Yukon,Detailed mother tongue,Tigrigna,Tigrigna,,0,0,0
60,Yukon,Detailed mother tongue,Turkish,Turkish,,0,0,0
60,Yukon,Detailed mother tongue,Ukrainian,Ukrainian,,50,30,20
60,Yukon,Detailed mother tongue,Urdu,Urdu,,20,10,5
60,Yukon,Detailed mother tongue,Vietnamese,Vietnamese,,70,30,35
60,Yukon,Detailed mother tongue,Yiddish,Yiddish,,0,0,0
60,Yukon,Detailed mother tongue,Other languages,Other languages,,815,385,435
60,Yukon,Detailed mother tongue,English and French,English and French,,140,75,65
60,Yukon,Detailed mother tongue,English and non-official language,English and non-official language,,335,170,160
60,Yukon,Detailed mother tongue,French and non-official language,French and non-official language,,20,15,5
60,Yukon,Detailed mother tongue,"English, French and non-official language","English, French and non-official language",,15,5,10
,,,,,,,,
60,Yukon,Knowledge of official languages,English only,English only,,29050,14780,14270
60,Yukon,Knowledge of official languages,French only,French only,,90,35,60
60,Yukon,Knowledge of official languages,English and French,English and French,,4420,2055,2365
60,Yukon,Knowledge of official languages,Neither English nor French,Neither English nor French,,100,45,55
60,Yukon,First official language spoken,First official language spoken - Total population excluding institutional residents,First official language spoken - Total population excluding institutional residents,,33655,16910,16745
60,Yukon,First official language spoken,English,English,,32015,16075,15940
60,Yukon,First official language spoken,French,French,,1420,720,700
60,Yukon,First official language spoken,English and French,English and French,,125,70,50
60,Yukon,First official language spoken,Neither English nor French,Neither English nor French,,95,40,55
60,Yukon,First official language spoken,Official language minority (number),Official language minority (number),,1480,755,730
60,Yukon,First official language spoken,Official language minority (percentage),Official language minority (percentage),,4.4,4.5,4.4
60,Yukon,Detailed language spoken most often at home,English,English,,31025,15630,15400
60,Yukon,Detailed language spoken most often at home,French,French,,815,375,440
60,Yukon,Detailed language spoken most often at home,Atikamekw,Atikamekw,,0,0,0
60,Yukon,Detailed language spoken most often at home,"Cree, n.o.s.","Cree, n.o.s.",,5,0,0
60,Yukon,Detailed language spoken most often at home,Dene,Dene,,15,15,0
60,Yukon,Detailed language spoken most often at home,Innu/Montagnais,Innu/Montagnais,,0,0,0
60,Yukon,Detailed language spoken most often at home,Inuktitut,Inuktitut,,0,0,0
60,Yukon,Detailed language spoken most often at home,Mi'kmaq,Mi'kmaq,,0,0,0
60,Yukon,Detailed language spoken most often at home,Ojibway,Ojibway,,0,0,0
60,Yukon,Detailed language spoken most often at home,Oji-Cree,Oji-Cree,,0,0,0
60,Yukon,Detailed language spoken most often at home,Stoney,Stoney,,0,0,0
60,Yukon,Detailed language spoken most often at home,"African languages, n.i.e.","African languages, n.i.e.",,0,0,0
60,Yukon,Detailed language spoken most often at home,Afrikaans,Afrikaans,,5,0,0
60,Yukon,Detailed language spoken most often at home,Akan (Twi),Akan (Twi),,0,0,0
60,Yukon,Detailed language spoken most often at home,Albanian,Albanian,,0,0,0
60,Yukon,Detailed language spoken most often at home,Amharic,Amharic,,5,0,0
60,Yukon,Detailed language spoken most often at home,Arabic,Arabic,,15,10,10
60,Yukon,Detailed language spoken most often at home,Armenian,Armenian,,0,0,0
60,Yukon,Detailed language spoken most often at home,"Bantu languages, n.i.e.","Bantu languages, n.i.e.",,0,0,0
60,Yukon,Detailed language spoken most often at home,Bengali,Bengali,,10,5,5
60,Yukon,Detailed language spoken most often at home,Berber languages (Kabyle),Berber languages (Kabyle),,0,0,0
60,Yukon,Detailed language spoken most often at home,Bisayan languages,Bisayan languages,,30,15,15
60,Yukon,Detailed language spoken most often at home,Bosnian,Bosnian,,0,0,0
60,Yukon,Detailed language spoken most often at home,Bulgarian,Bulgarian,,0,0,0
60,Yukon,Detailed language spoken most often at home,Burmese,Burmese,,0,0,0
60,Yukon,Detailed language spoken most often at home,Cantonese,Cantonese,,75,30,45
60,Yukon,Detailed language spoken most often at home,"Chinese, n.o.s.","Chinese, n.o.s.",,85,40,40
60,Yukon,Detailed language spoken most often at home,Creoles,Creoles,,0,5,0
60,Yukon,Detailed language spoken most often at home,Croatian,Croatian,,0,0,0
60,Yukon,Detailed language spoken most often at home,Czech,Czech,,5,5,5
60,Yukon,Detailed language spoken most often at home,Danish,Danish,,5,0,0
60,Yukon,Detailed language spoken most often at home,Dutch,Dutch,,10,5,5
60,Yukon,Detailed language spoken most often at home,Estonian,Estonian,,0,0,0
60,Yukon,Detailed language spoken most often at home,Finnish,Finnish,,5,0,0
60,Yukon,Detailed language spoken most often at home,Flemish,Flemish,,0,0,0
60,Yukon,Detailed language spoken most often at home,Fukien,Fukien,,0,0,0
60,Yukon,Detailed language spoken most often at home,German,German,,215,105,110
60,Yukon,Detailed language spoken most often at home,Greek,Greek,,5,0,0
60,Yukon,Detailed language spoken most often at home,Gujarati,Gujarati,,0,0,0
60,Yukon,Detailed language spoken most often at home,Hakka,Hakka,,0,0,0
60,Yukon,Detailed language spoken most often at home,Hebrew,Hebrew,,0,0,0
60,Yukon,Detailed language spoken most often at home,Hindi,Hindi,,10,5,5
60,Yukon,Detailed language spoken most often at home,Hungarian,Hungarian,,10,10,0
60,Yukon,Detailed language spoken most often at home,Ilocano,Ilocano,,10,5,5
60,Yukon,Detailed language spoken most often at home,"Indo-Iranian languages, n.i.e.","Indo-Iranian languages, n.i.e.",,0,5,0
60,Yukon,Detailed language spoken most often at home,Italian,Italian,,0,0,0
60,Yukon,Detailed language spoken most often at home,Japanese,Japanese,,20,10,5
60,Yukon,Detailed language spoken most often at home,Khmer (Cambodian),Khmer (Cambodian),,0,0,0
60,Yukon,Detailed language spoken most often at home,Korean,Korean,,15,10,5
60,Yukon,Detailed language spoken most often at home,Kurdish,Kurdish,,0,0,0
60,Yukon,Detailed language spoken most often at home,Lao,Lao,,0,0,0
60,Yukon,Detailed language spoken most often at home,Latvian,Latvian,,0,0,0
60,Yukon,Detailed language spoken most often at home,Lingala,Lingala,,0,0,0
60,Yukon,Detailed language spoken most often at home,Lithuanian,Lithuanian,,0,0,0
60,Yukon,Detailed language spoken most often at home,Macedonian,Macedonian,,0,0,0
60,Yukon,Detailed language spoken most often at home,Malay,Malay,,5,0,0
60,Yukon,Detailed language spoken most often at home,Malayalam,Malayalam,,5,0,5
60,Yukon,Detailed language spoken most often at home,Maltese,Maltese,,0,0,0
60,Yukon,Detailed language spoken most often at home,Mandarin,Mandarin,,25,15,10
60,Yukon,Detailed language spoken most often at home,Marathi,Marathi,,0,0,0
60,Yukon,Detailed language spoken most often at home,Nepali,Nepali,,0,0,0
60,Yukon,Detailed language spoken most often at home,"Niger-Congo languages, n.i.e.","Niger-Congo languages, n.i.e.",,0,0,0
60,Yukon,Detailed language spoken most often at home,Norwegian,Norwegian,,0,0,0
60,Yukon,Detailed language spoken most often at home,Oromo,Oromo,,0,0,0
60,Yukon,Detailed language spoken most often at home,Panjabi (Punjabi),Panjabi (Punjabi),,60,30,25
60,Yukon,Detailed language spoken most often at home,Pashto,Pashto,,0,0,0
60,Yukon,Detailed language spoken most often at home,Persian (Farsi),Persian (Farsi),,5,5,0
60,Yukon,Detailed language spoken most often at home,Polish,Polish,,5,0,0
60,Yukon,Detailed language spoken most often at home,Portuguese,Portuguese,,0,0,0
60,Yukon,Detailed language spoken most often at home,Romanian,Romanian,,0,0,5
60,Yukon,Detailed language spoken most often at home,Rundi (Kirundi),Rundi (Kirundi),,0,0,0
60,Yukon,Detailed language spoken most often at home,Russian,Russian,,40,20,20
60,Yukon,Detailed language spoken most often at home,Rwanda (Kinyarwanda),Rwanda (Kinyarwanda),,0,0,0
60,Yukon,Detailed language spoken most often at home,"Semitic languages, n.i.e.","Semitic languages, n.i.e.",,0,0,0
60,Yukon,Detailed language spoken most often at home,Serbian,Serbian,,0,5,0
60,Yukon,Detailed language spoken most often at home,Serbo-Croatian,Serbo-Croatian,,0,0,0
60,Yukon,Detailed language spoken most often at home,Shanghainese,Shanghainese,,0,0,0
60,Yukon,Detailed language spoken most often at home,"Sign languages, n.i.e.","Sign languages, n.i.e.",,0,5,0
60,Yukon,Detailed language spoken most often at home,Sindhi,Sindhi,,0,0,0
60,Yukon,Detailed language spoken most often at home,Sinhala (Sinhalese),Sinhala (Sinhalese),,0,0,0
60,Yukon,Detailed language spoken most often at home,"Sino-Tibetan languages, n.i.e.","Sino-Tibetan languages, n.i.e.",,0,0,0
60,Yukon,Detailed language spoken most often at home,"Slavic languages, n.i.e.","Slavic languages, n.i.e.",,0,0,0
60,Yukon,Detailed language spoken most often at home,Slovak,Slovak,,0,0,5
60,Yukon,Detailed language spoken most often at home,Slovenian,Slovenian,,0,0,0
60,Yukon,Detailed language spoken most often at home,Somali,Somali,,0,5,0
60,Yukon,Detailed language spoken most often at home,Spanish,Spanish,,100,45,50
60,Yukon,Detailed language spoken most often at home,Swahili,Swahili,,0,0,0
60,Yukon,Detailed language spoken most often at home,Swedish,Swedish,,5,5,0
60,Yukon,Detailed language spoken most often at home,"Tagalog (Pilipino, Filipino)","Tagalog (Pilipino, Filipino)",,240,125,110
60,Yukon,Detailed language spoken most often at home,Taiwanese,Taiwanese,,0,0,0
60,Yukon,Detailed language spoken most often at home,Tamil,Tamil,,15,5,10
60,Yukon,Detailed language spoken most often at home,Telugu,Telugu,,0,0,0
60,Yukon,Detailed language spoken most often at home,Thai,Thai,,0,0,5
60,Yukon,Detailed language spoken most often at home,Tibetan languages,Tibetan languages,,0,0,0
60,Yukon,Detailed language spoken most often at home,Tigrigna,Tigrigna,,0,0,0
60,Yukon,Detailed language spoken most often at home,Turkish,Turkish,,0,0,0
60,Yukon,Detailed language spoken most often at home,Ukrainian,Ukrainian,,0,0,0
60,Yukon,Detailed language spoken most often at home,Urdu,Urdu,,10,5,5
60,Yukon,Detailed language spoken most often at home,Vietnamese,Vietnamese,,55,25,25
60,Yukon,Detailed language spoken most often at home,Yiddish,Yiddish,,0,0,0
60,Yukon,Detailed language spoken most often at home,Other languages,Other languages,,115,55,55
60,Yukon,Detailed language spoken most often at home,English and French,English and French,,110,65,50
60,Yukon,Detailed language spoken most often at home,English and non-official language,English and non-official language,,445,205,245
60,Yukon,Detailed language spoken most often at home,French and non-official language,French and non-official language,,5,5,5
60,Yukon,Detailed language spoken most often at home,"English, French and non-official language","English, French and non-official language",,10,5,5
60,Yukon,Detailed other language spoken regularly at home,Detailed other language spoken regularly at home - Total population excluding institutional residents,Detailed other language spoken regularly at home - Total population excluding institutional residents,,33655,16910,16745
60,Yukon,Detailed other language spoken regularly at home,None,None,,30385,15325,15060
60,Yukon,Detailed other language spoken regularly at home,English,English,,940,470,470
60,Yukon,Detailed other language spoken regularly at home,French,French,,720,350,370
60,Yukon,Detailed other language spoken regularly at home,Non-official languages,Non-official languages,,1545,735,810
60,Yukon,Detailed other language spoken regularly at home,Atikamekw,Atikamekw,,0,0,0
60,Yukon,Detailed other language spoken regularly at home,"Cree, n.o.s.","Cree, n.o.s.",,15,5,10
60,Yukon,Detailed other language spoken regularly at home,Dene,Dene,,10,10,10
60,Yukon,Detailed other language spoken regularly at home,Innu/Montagnais,Innu/Montagnais,,0,0,5
60,Yukon,Detailed other language spoken regularly at home,Inuktitut,Inuktitut,,10,5,5
60,Yukon,Detailed other language spoken regularly at home,Mi'kmaq,Mi'kmaq,,0,0,0
60,Yukon,Detailed other language spoken regularly at home,Ojibway,Ojibway,,0,0,0
60,Yukon,Detailed other language spoken regularly at home,Oji-Cree,Oji-Cree,,0,0,0
60,Yukon,Detailed other language spoken regularly at home,Stoney,Stoney,,0,0,0
60,Yukon,Detailed other language spoken regularly at home,"African languages, n.i.e.","African languages, n.i.e.",,0,0,0
60,Yukon,Detailed other language spoken regularly at home,Afrikaans,Afrikaans,,10,0,5
60,Yukon,Detailed other language spoken regularly at home,Akan (Twi),Akan (Twi),,0,0,0
60,Yukon,Detailed other language spoken regularly at home,Albanian,Albanian,,0,0,0
60,Yukon,Detailed other language spoken regularly at home,Amharic,Amharic,,0,0,0
60,Yukon,Detailed other language spoken regularly at home,Arabic,Arabic,,5,0,0
60,Yukon,Detailed other language spoken regularly at home,Armenian,Armenian,,0,0,0
60,Yukon,Detailed other language spoken regularly at home,"Bantu languages, n.i.e.","Bantu languages, n.i.e.",,0,0,0
60,Yukon,Detailed other language spoken regularly at home,Bengali,Bengali,,10,0,0
60,Yukon,Detailed other language spoken regularly at home,Berber languages (Kabyle),Berber languages (Kabyle),,0,0,0
60,Yukon,Detailed other language spoken regularly at home,Bisayan languages,Bisayan languages,,10,10,5
60,Yukon,Detailed other language spoken regularly at home,Bosnian,Bosnian,,0,0,0
60,Yukon,Detailed other language spoken regularly at home,Bulgarian,Bulgarian,,0,5,0
60,Yukon,Detailed other language spoken regularly at home,Burmese,Burmese,,0,0,0
60,Yukon,Detailed other language spoken regularly at home,Cantonese,Cantonese,,20,10,10
60,Yukon,Detailed other language spoken regularly at home,"Chinese, n.o.s.","Chinese, n.o.s.",,30,10,20
60,Yukon,Detailed other language spoken regularly at home,Creoles,Creoles,,15,5,10
60,Yukon,Detailed other language spoken regularly at home,Croatian,Croatian,,10,0,5
60,Yukon,Detailed other language spoken regularly at home,Czech,Czech,,20,15,10
60,Yukon,Detailed other language spoken regularly at home,Danish,Danish,,5,0,5
60,Yukon,Detailed other language spoken regularly at home,Dutch,Dutch,,35,15,15
60,Yukon,Detailed other language spoken regularly at home,Estonian,Estonian,,0,0,0
60,Yukon,Detailed other language spoken regularly at home,Finnish,Finnish,,5,5,5
60,Yukon,Detailed other language spoken regularly at home,Flemish,Flemish,,0,5,0
60,Yukon,Detailed other language spoken regularly at home,Fukien,Fukien,,0,0,0
60,Yukon,Detailed other language spoken regularly at home,German,German,,285,150,140
60,Yukon,Detailed other language spoken regularly at home,Greek,Greek,,5,5,0
60,Yukon,Detailed other language spoken regularly at home,Gujarati,Gujarati,,0,0,0
60,Yukon,Detailed other language spoken regularly at home,Hakka,Hakka,,0,0,0
60,Yukon,Detailed other language spoken regularly at home,Hebrew,Hebrew,,5,0,0
60,Yukon,Detailed other language spoken regularly at home,Hindi,Hindi,,15,10,5
60,Yukon,Detailed other language spoken regularly at home,Hungarian,Hungarian,,15,5,5
60,Yukon,Detailed other language spoken regularly at home,Ilocano,Ilocano,,0,0,0
60,Yukon,Detailed other language spoken regularly at home,"Indo-Iranian languages, n.i.e.","Indo-Iranian languages, n.i.e.",,0,0,0
60,Yukon,Detailed other language spoken regularly at home,Italian,Italian,,15,5,10
60,Yukon,Detailed other language spoken regularly at home,Japanese,Japanese,,30,10,15
60,Yukon,Detailed other language spoken regularly at home,Khmer (Cambodian),Khmer (Cambodian),,0,0,0
60,Yukon,Detailed other language spoken regularly at home,Korean,Korean,,10,5,10
60,Yukon,Detailed other language spoken regularly at home,Kurdish,Kurdish,,0,0,0
60,Yukon,Detailed other language spoken regularly at home,Lao,Lao,,0,0,0
60,Yukon,Detailed other language spoken regularly at home,Latvian,Latvian,,0,0,0
60,Yukon,Detailed other language spoken regularly at home,Lingala,Lingala,,0,0,0
60,Yukon,Detailed other language spoken regularly at home,Lithuanian,Lithuanian,,5,0,0
60,Yukon,Detailed other language spoken regularly at home,Macedonian,Macedonian,,0,0,0
60,Yukon,Detailed other language spoken regularly at home,Malay,Malay,,5,5,0
60,Yukon,Detailed other language spoken regularly at home,Malayalam,Malayalam,,5,5,0
60,Yukon,Detailed other language spoken regularly at home,Maltese,Maltese,,0,0,0
60,Yukon,Detailed other language spoken regularly at home,Mandarin,Mandarin,,15,5,5
60,Yukon,Detailed other language spoken regularly at home,Marathi,Marathi,,5,0,0
60,Yukon,Detailed other language spoken regularly at home,Nepali,Nepali,,0,0,0
60,Yukon,Detailed other language spoken regularly at home,"Niger-Congo languages, n.i.e.","Niger-Congo languages, n.i.e.",,0,0,0
60,Yukon,Detailed other language spoken regularly at home,Norwegian,Norwegian,,0,0,5
60,Yukon,Detailed other language spoken regularly at home,Oromo,Oromo,,0,0,0
60,Yukon,Detailed other language spoken regularly at home,Panjabi (Punjabi),Panjabi (Punjabi),,25,15,5
60,Yukon,Detailed other language spoken regularly at home,Pashto,Pashto,,0,0,0
60,Yukon,Detailed other language spoken regularly at home,Persian (Farsi),Persian (Farsi),,10,5,0
60,Yukon,Detailed other language spoken regularly at home,Polish,Polish,,20,5,15
60,Yukon,Detailed other language spoken regularly at home,Portuguese,Portuguese,,0,0,0
60,Yukon,Detailed other language spoken regularly at home,Romanian,Romanian,,0,0,0
60,Yukon,Detailed other language spoken regularly at home,Rundi (Kirundi),Rundi (Kirundi),,0,0,0
60,Yukon,Detailed other language spoken regularly at home,Russian,Russian,,25,15,10
60,Yukon,Detailed other language spoken regularly at home,Rwanda (Kinyarwanda),Rwanda (Kinyarwanda),,0,0,0
60,Yukon,Detailed other language spoken regularly at home,"Semitic languages, n.i.e.","Semitic languages, n.i.e.",,0,0,0
60,Yukon,Detailed other language spoken regularly at home,Serbian,Serbian,,5,0,5
60,Yukon,Detailed other language spoken regularly at home,Serbo-Croatian,Serbo-Croatian,,5,0,0
60,Yukon,Detailed other language spoken regularly at home,Shanghainese,Shanghainese,,0,0,0
60,Yukon,Detailed other language spoken regularly at home,"Sign languages, n.i.e.","Sign languages, n.i.e.",,5,5,0
60,Yukon,Detailed other language spoken regularly at home,Sindhi,Sindhi,,5,5,5
60,Yukon,Detailed other language spoken regularly at home,Sinhala (Sinhalese),Sinhala (Sinhalese),,5,5,0
60,Yukon,Detailed other language spoken regularly at home,"Sino-Tibetan languages, n.i.e.","Sino-Tibetan languages, n.i.e.",,0,5,0
60,Yukon,Detailed other language spoken regularly at home,"Slavic languages, n.i.e.","Slavic languages, n.i.e.",,0,0,0
60,Yukon,Detailed other language spoken regularly at home,Slovak,Slovak,,0,0,0
60,Yukon,Detailed other language spoken regularly at home,Slovenian,Slovenian,,5,5,5
60,Yukon,Detailed other language spoken regularly at home,Somali,Somali,,0,0,0
60,Yukon,Detailed other language spoken regularly at home,Spanish,Spanish,,135,55,75
60,Yukon,Detailed other language spoken regularly at home,Swahili,Swahili,,5,0,0
60,Yukon,Detailed other language spoken regularly at home,Swedish,Swedish,,5,5,0
60,Yukon,Detailed other language spoken regularly at home,"Tagalog (Pilipino, Filipino)","Tagalog (Pilipino, Filipino)",,100,40,60
60,Yukon,Detailed other language spoken regularly at home,Taiwanese,Taiwanese,,0,0,0
60,Yukon,Detailed other language spoken regularly at home,Tamil,Tamil,,5,5,0
60,Yukon,Detailed other language spoken regularly at home,Telugu,Telugu,,0,0,0
60,Yukon,Detailed other language spoken regularly at home,Thai,Thai,,20,5,10
60,Yukon,Detailed other language spoken regularly at home,Tibetan languages,Tibetan languages,,0,0,0
60,Yukon,Detailed other language spoken regularly at home,Tigrigna,Tigrigna,,0,0,0
60,Yukon,Detailed other language spoken regularly at home,Turkish,Turkish,,0,0,0
60,Yukon,Detailed other language spoken regularly at home,Ukrainian,Ukrainian,,10,5,5
60,Yukon,Detailed other language spoken regularly at home,Urdu,Urdu,,0,0,0
60,Yukon,Detailed other language spoken regularly at home,Vietnamese,Vietnamese,,10,5,5
60,Yukon,Detailed other language spoken regularly at home,Yiddish,Yiddish,,0,0,0
60,Yukon,Detailed other language spoken regularly at home,English and French,English and French,,5,0,0
60,Yukon,Detailed other language spoken regularly at home,English and non-official language,English and non-official language,,15,10,5
60,Yukon,Detailed other language spoken regularly at home,French and non-official language,French and non-official language,,50,20,35
60,Yukon,Detailed other language spoken regularly at home,"English, French and non-official language","English, French and non-official language",,0,0,0
61,Northwest Territories,Population and dwelling counts,Population in 2011,Population in 2011,,41462,,
61,Northwest Territories,Population and dwelling counts,Population in 2006,Population in 2006,,41464,,
61,Northwest Territories,Population and dwelling counts,2006 to 2011 population change (%),2006 to 2011 population change (%),,0,,
61,Northwest Territories,Population and dwelling counts,Total private dwellings,Total private dwellings,,17175,,
61,Northwest Territories,Population and dwelling counts,Private dwellings occupied by usual residents,Private dwellings occupied by usual residents,,14700,,
61,Northwest Territories,Population and dwelling counts,Population density per square kilometre,Population density per square kilometre,,0,,
61,Northwest Territories,Population and dwelling counts,Land area (square km),Land area (square km),,1143793.47,,
61,Northwest Territories,Age characteristics,   0 to 4 years,0 to 4 years,,3285,1655,1630
61,Northwest Territories,Age characteristics,   5 to 9 years,5 to 9 years,,2860,1435,1425
61,Northwest Territories,Age characteristics,   10 to 14 years,10 to 14 years,,2865,1450,1420
61,Northwest Territories,Age characteristics,   15 to 19 years,15 to 19 years,,3390,1765,1625
61,Northwest Territories,Age characteristics,   20 to 24 years,20 to 24 years,,3340,1690,1650
61,Northwest Territories,Age characteristics,   25 to 29 years,25 to 29 years,,3440,1770,1675
61,Northwest Territories,Age characteristics,   30 to 34 years,30 to 34 years,,3305,1625,1680
61,Northwest Territories,Age characteristics,   35 to 39 years,35 to 39 years,,2985,1445,1535
61,Northwest Territories,Age characteristics,   40 to 44 years,40 to 44 years,,3035,1535,1500
61,Northwest Territories,Age characteristics,   45 to 49 years,45 to 49 years,,3380,1695,1685
61,Northwest Territories,Age characteristics,   50 to 54 years,50 to 54 years,,3105,1615,1490
61,Northwest Territories,Age characteristics,   55 to 59 years,55 to 59 years,,2390,1255,1135
61,Northwest Territories,Age characteristics,   60 to 64 years,60 to 64 years,,1680,915,765
61,Northwest Territories,Age characteristics,   65 to 69 years,65 to 69 years,,980,555,425
61,Northwest Territories,Age characteristics,   70 to 74 years,70 to 74 years,,580,280,305
61,Northwest Territories,Age characteristics,   75 to 79 years,75 to 79 years,,400,200,200
61,Northwest Territories,Age characteristics,   80 to 84 years,80 to 84 years,,240,105,130
61,Northwest Territories,Age characteristics,   85 years and over,85 years and over,,200,80,120
61,Northwest Territories,Marital status,      Married (and not separated),Married (and not separated),,11375,5715,5655
61,Northwest Territories,Marital status,      Living common law,Living common law,,6295,3130,3165
61,Northwest Territories,Marital status,      Single (never legally married),Single (never legally married),,11785,6475,5315
61,Northwest Territories,Marital status,      Separated,Separated,,785,370,410
61,Northwest Territories,Marital status,      Divorced,Divorced,,1300,615,685
61,Northwest Territories,Marital status,      Widowed,Widowed,,915,230,690
61,Northwest Territories,Number of census families in private households,   Size of census family: 2 persons,Size of census family: 2 persons,,4630,,
61,Northwest Territories,Number of census families in private households,   Size of census family: 3 persons,Size of census family: 3 persons,,2640,,
61,Northwest Territories,Number of census families in private households,   Size of census family: 4 persons,Size of census family: 4 persons,,2205,,
61,Northwest Territories,Number of census families in private households,   Size of census family: 5 or more persons,Size of census family: 5 or more persons,,1460,,
61,Northwest Territories,Family characteristics by type,      Married couples,Married couples,,5465,,
61,Northwest Territories,Number of children at home in married coupled family,         Without children at home,Without children at home,,1960,,
61,Northwest Territories,Number of children at home in married coupled family,         With children at home,With children at home,,3510,,
61,Northwest Territories,Number of children at home in married coupled family,            1 child,1 child,,1245,,
61,Northwest Territories,Number of children at home in married coupled family,            2 children,2 children,,1405,,
61,Northwest Territories,Number of children at home in married coupled family,            3 or more children,3 or more children,,855,,
61,Northwest Territories,Family characteristics by type,      Common-law couples,Common-law couples,,3135,,
61,Northwest Territories,Number of children at home in common-law coupled family,         Without children at home,Without children at home,,1370,,
61,Northwest Territories,Number of children at home in common-law coupled family,         With children at home,With children at home,,1765,,
61,Northwest Territories,Number of children at home in common-law coupled family,            1 child,1 child,,725,,
61,Northwest Territories,Number of children at home in common-law coupled family,            2 children,2 children,,555,,
61,Northwest Territories,Number of children at home in common-law coupled family,            3 or more children,3 or more children,,485,,
61,Northwest Territories,Family characteristics by type,      Female parent,Female parent,,1720,,
61,Northwest Territories,Number of children at home with female-parent family,         1 child,1 child,,930,,
61,Northwest Territories,Number of children at home with female-parent family,         2 children,2 children,,490,,
61,Northwest Territories,Number of children at home with female-parent family,         3 or more children,3 or more children,,300,,
61,Northwest Territories,Family characteristics by type,      Male parent,Male parent,,610,,
61,Northwest Territories,Number of children at home with male-parent family,         1 child,1 child,,380,,
61,Northwest Territories,Number of children at home with male-parent family,         2 children,2 children,,180,,
61,Northwest Territories,Number of children at home with male-parent family,         3 or more children,3 or more children,,55,,
61,Northwest Territories,Family characteristics by child age,   Under six years of age,Under six years of age,,3800,,
61,Northwest Territories,Family characteristics by child age,   6 to 14 years,6 to 14 years,,4950,,
61,Northwest Territories,Family characteristics by child age,   15 to 17 years,15 to 17 years,,1860,,
61,Northwest Territories,Family characteristics by child age,   18 to 24 years,18 to 24 years,,2760,,
